signal_id,timestamp,symbol,alert_type,confidence,entry_price,tp1,tp2,stop_loss,risk_reward_ratio,factors_bullish,factors_bearish,rvol,volume_spike,confluence_score,gap_detected,news_impact,status,outcome_timestamp,outcome_price,profit_loss_percent,actual_rr_achieved
AVGO_20251013_214632,2025-10-13T21:46:32.099390,AVGO,STRONG BUY,35.7,343.62,331.93,339.23,343.32,38.97,10,2,1.49,True,0,True,MEDIUM,OPEN,,,,
AMZN_20251013_214632,2025-10-13T21:46:32.112960,AMZN,STRONG BUY,35.7,217.14,219.74,223.11,216.84,8.67,10,6,0.4,True,9,True,HIGH,OPEN,,,,
NVDA_20251013_214632,2025-10-13T21:46:32.729222,NVDA,STRONG BUY,50.0,186.06,186.89,190.62,185.76,2.77,14,6,0.44,False,6,True,EXTREME,OPEN,,,,
NVDA_20251013_214706,2025-10-13T21:47:06.121886,NVDA,STRONG BUY,50.0,186.06,186.89,190.62,185.76,2.77,14,6,0.44,False,6,True,EXTREME,OPEN,,,,
TSLA_20251013_214706,2025-10-13T21:47:06.131854,TSLA,BUY,28.6,425.33,422.2,430.91,425.03,10.43,8,4,0.35,False,2,True,MEDIUM,OPEN,,,,
ORCL_20251013_214714,2025-10-13T21:47:14.877036,ORCL,STRONG BUY,35.7,297.84,297.28,301.6,297.54,1.87,10,4,0.53,True,4,True,MEDIUM,OPEN,,,,
AVGO_20251013_214715,2025-10-13T21:47:15.176324,AVGO,STRONG BUY,35.7,343.62,331.93,339.23,343.32,38.97,10,2,1.49,True,0,True,MEDIUM,OPEN,,,,
NVDA_20251013_214715,2025-10-13T21:47:15.437745,NVDA,STRONG BUY,50.0,186.06,186.89,190.62,185.76,2.77,14,6,0.44,False,6,True,EXTREME,OPEN,,,,
AAPL_20251013_214724,2025-10-13T21:47:24.178769,AAPL,BUY,28.6,245.66,248.67,252.08,245.36,10.03,8,1,0.35,True,6,True,MEDIUM,OPEN,,,,
QQQ_20251013_214724,2025-10-13T21:47:24.814606,QQQ,STRONG BUY,50.0,597.33,596.14,602.77,597.03,3.97,14,10,0.63,False,8,True,MEDIUM,OPEN,,,,
TSLA_20251013_214724,2025-10-13T21:47:24.846556,TSLA,BUY,28.6,425.33,422.2,430.91,425.03,10.43,8,4,0.35,False,2,True,MEDIUM,OPEN,,,,
AVGO_20251013_214724,2025-10-13T21:47:24.859061,AVGO,STRONG BUY,35.7,343.62,331.93,339.23,343.32,38.97,10,2,1.49,True,0,True,MEDIUM,OPEN,,,,
ORCL_20251013_214725,2025-10-13T21:47:25.100077,ORCL,STRONG BUY,35.7,297.84,297.28,301.6,297.54,1.87,10,4,0.53,True,4,True,MEDIUM,OPEN,,,,
AMZN_20251013_214733,2025-10-13T21:47:33.587843,AMZN,STRONG BUY,35.7,217.14,219.74,223.11,216.84,8.67,10,6,0.4,True,9,True,HIGH,OPEN,,,,
NVDA_20251013_214734,2025-10-13T21:47:34.046079,NVDA,STRONG BUY,50.0,186.06,186.89,190.62,185.76,2.77,14,6,0.44,False,6,True,EXTREME,OPEN,,,,
AAPL_20251013_214734,2025-10-13T21:47:34.057477,AAPL,BUY,28.6,245.66,248.67,252.08,245.36,10.03,8,1,0.35,True,6,True,MEDIUM,OPEN,,,,
AVGO_20251013_214734,2025-10-13T21:47:34.476534,AVGO,STRONG BUY,35.7,343.62,331.93,339.23,343.32,38.97,10,2,1.49,True,0,True,MEDIUM,OPEN,,,,
QQQ_20251013_214734,2025-10-13T21:47:34.633778,QQQ,STRONG BUY,50.0,597.33,596.14,602.77,597.03,3.97,14,10,0.63,False,8,True,MEDIUM,OPEN,,,,
ORCL_20251013_214743,2025-10-13T21:47:43.590716,ORCL,STRONG BUY,35.7,297.84,297.28,301.6,297.54,1.87,10,4,0.53,True,4,True,MEDIUM,OPEN,,,,
NVDA_20251013_214744,2025-10-13T21:47:44.501813,NVDA,STRONG BUY,50.0,186.06,186.89,190.62,185.76,2.77,14,6,0.44,False,6,True,EXTREME,OPEN,,,,
QQQ_20251013_214744,2025-10-13T21:47:44.624719,QQQ,STRONG BUY,50.0,597.33,596.14,602.77,597.03,3.97,14,10,0.63,False,8,True,MEDIUM,OPEN,,,,
ORCL_20251013_214753,2025-10-13T21:47:53.018928,ORCL,STRONG BUY,35.7,297.84,297.28,301.6,297.54,1.87,10,4,0.53,True,4,True,MEDIUM,OPEN,,,,
AAPL_20251013_214753,2025-10-13T21:47:53.037615,AAPL,BUY,28.6,245.66,248.67,252.08,245.36,10.03,8,1,0.35,True,6,True,MEDIUM,OPEN,,,,
AVGO_20251013_214753,2025-10-13T21:47:53.932830,AVGO,STRONG BUY,35.7,343.62,331.93,339.23,343.32,38.97,10,2,1.49,True,0,True,MEDIUM,OPEN,,,,
AMZN_20251013_214754,2025-10-13T21:47:54.059761,AMZN,STRONG BUY,35.7,217.14,219.74,223.11,216.84,8.67,10,6,0.4,True,9,True,HIGH,OPEN,,,,
TSLA_20251013_214754,2025-10-13T21:47:54.579207,TSLA,BUY,28.6,425.33,422.2,430.91,425.03,10.43,8,4,0.35,False,2,True,MEDIUM,OPEN,,,,
NVDA_20251013_214813,2025-10-13T21:48:13.925078,NVDA,STRONG BUY,50.0,186.06,186.89,190.62,185.76,2.77,14,6,0.44,False,6,True,EXTREME,OPEN,,,,
AAPL_20251013_214813,2025-10-13T21:48:13.947690,AAPL,BUY,28.6,245.66,248.67,252.08,245.36,10.03,8,1,0.35,True,6,True,MEDIUM,OPEN,,,,
QQQ_20251013_214814,2025-10-13T21:48:14.183837,QQQ,STRONG BUY,50.0,597.33,596.14,602.77,597.03,3.97,14,10,0.63,False,8,True,MEDIUM,OPEN,,,,
TSLA_20251013_214814,2025-10-13T21:48:14.379706,TSLA,BUY,28.6,425.33,422.2,430.91,425.03,10.43,8,4,0.35,False,2,True,MEDIUM,OPEN,,,,
ORCL_20251013_214823,2025-10-13T21:48:23.320824,ORCL,STRONG BUY,35.7,297.84,297.28,301.6,297.54,1.87,10,4,0.53,True,4,True,MEDIUM,OPEN,,,,
AMZN_20251013_214823,2025-10-13T21:48:23.466411,AMZN,STRONG BUY,35.7,217.14,219.74,223.11,216.84,8.67,10,6,0.4,True,9,True,HIGH,OPEN,,,,
AVGO_20251013_214823,2025-10-13T21:48:23.479529,AVGO,STRONG BUY,35.7,343.62,331.93,339.23,343.32,38.97,10,2,1.49,True,0,True,MEDIUM,OPEN,,,,
NVDA_20251013_214913,2025-10-13T21:49:13.221270,NVDA,STRONG BUY,50.0,186.06,186.89,190.62,185.76,2.77,14,6,0.44,False,6,True,EXTREME,OPEN,,,,
TSLA_20251013_214913,2025-10-13T21:49:13.235969,TSLA,BUY,28.6,425.33,422.2,430.91,425.03,10.43,8,4,0.35,False,2,True,MEDIUM,OPEN,,,,
ORCL_20251013_214922,2025-10-13T21:49:22.269175,ORCL,STRONG BUY,35.7,297.84,297.28,301.6,297.54,1.87,10,4,0.53,True,4,True,MEDIUM,OPEN,,,,
AVGO_20251013_214922,2025-10-13T21:49:22.276088,AVGO,STRONG BUY,35.7,343.62,331.93,339.23,343.32,38.97,10,2,1.49,True,0,True,MEDIUM,OPEN,,,,
AMZN_20251013_214922,2025-10-13T21:49:22.334994,AMZN,STRONG BUY,35.7,217.14,219.74,223.11,216.84,8.67,10,6,0.4,True,9,True,HIGH,OPEN,,,,
AAPL_20251013_215013,2025-10-13T21:50:13.232730,AAPL,BUY,28.6,245.66,248.67,252.08,245.36,10.03,8,1,0.35,True,6,True,MEDIUM,OPEN,,,,
TSLA_20251013_215013,2025-10-13T21:50:13.265299,TSLA,BUY,28.6,425.33,422.2,430.91,425.03,10.43,8,4,0.35,False,2,True,MEDIUM,OPEN,,,,
NVDA_20251013_215013,2025-10-13T21:50:13.270390,NVDA,STRONG BUY,50.0,186.06,186.89,190.62,185.76,2.77,14,6,0.44,False,6,True,EXTREME,OPEN,,,,
QQQ_20251013_215013,2025-10-13T21:50:13.382824,QQQ,STRONG BUY,50.0,597.33,596.14,602.77,597.03,3.97,14,10,0.63,False,8,True,MEDIUM,OPEN,,,,
ORCL_20251013_215022,2025-10-13T21:50:22.511370,ORCL,STRONG BUY,35.7,297.84,297.28,301.6,297.54,1.87,10,4,0.53,True,4,True,MEDIUM,OPEN,,,,
AVGO_20251013_215022,2025-10-13T21:50:22.539081,AVGO,STRONG BUY,35.7,343.62,331.93,339.23,343.32,38.97,10,2,1.49,True,0,True,MEDIUM,OPEN,,,,
AAPL_20251013_215113,2025-10-13T21:51:13.469334,AAPL,BUY,28.6,245.66,248.67,252.08,245.36,10.03,8,1,0.35,True,6,True,MEDIUM,OPEN,,,,
NVDA_20251013_215113,2025-10-13T21:51:13.486229,NVDA,STRONG BUY,50.0,186.06,186.89,190.62,185.76,2.77,14,6,0.44,False,6,True,EXTREME,OPEN,,,,
QQQ_20251013_215113,2025-10-13T21:51:13.544858,QQQ,STRONG BUY,50.0,597.33,596.14,602.77,597.03,3.97,14,10,0.63,False,8,True,MEDIUM,OPEN,,,,
TSLA_20251013_215114,2025-10-13T21:51:14.202303,TSLA,BUY,28.6,425.33,422.2,430.91,425.03,10.43,8,4,0.35,False,2,True,MEDIUM,OPEN,,,,
ORCL_20251013_215123,2025-10-13T21:51:23.812891,ORCL,STRONG BUY,35.7,297.84,297.28,301.6,297.54,1.87,10,4,0.53,True,4,True,MEDIUM,OPEN,,,,
AVGO_20251013_215123,2025-10-13T21:51:23.976214,AVGO,STRONG BUY,35.7,343.62,331.93,339.23,343.32,38.97,10,2,1.49,True,0,True,MEDIUM,OPEN,,,,
NVDA_20251013_215213,2025-10-13T21:52:13.351062,NVDA,STRONG BUY,50.0,186.06,186.89,190.62,185.76,2.77,14,6,0.44,False,6,True,EXTREME,OPEN,,,,
AAPL_20251013_215213,2025-10-13T21:52:13.901969,AAPL,BUY,28.6,245.66,248.67,252.08,245.36,10.03,8,1,0.35,True,6,True,MEDIUM,OPEN,,,,
QQQ_20251013_215214,2025-10-13T21:52:14.138907,QQQ,STRONG BUY,50.0,597.33,596.14,602.77,597.03,3.97,14,10,0.63,False,8,True,MEDIUM,OPEN,,,,
AVGO_20251013_215222,2025-10-13T21:52:22.448747,AVGO,STRONG BUY,35.7,343.62,331.93,339.23,343.32,38.97,10,2,1.49,True,0,True,MEDIUM,OPEN,,,,
ORCL_20251013_215222,2025-10-13T21:52:22.504133,ORCL,STRONG BUY,35.7,297.84,297.28,301.6,297.54,1.87,10,4,0.53,True,4,True,MEDIUM,OPEN,,,,
AMZN_20251013_215222,2025-10-13T21:52:22.511719,AMZN,STRONG BUY,35.7,217.14,219.74,223.11,216.84,8.67,10,6,0.4,True,9,True,HIGH,OPEN,,,,
AAPL_20251013_215313,2025-10-13T21:53:13.397862,AAPL,BUY,28.6,245.66,248.67,252.08,245.36,10.03,8,1,0.35,True,6,True,MEDIUM,OPEN,,,,
NVDA_20251013_215313,2025-10-13T21:53:13.524130,NVDA,STRONG BUY,50.0,186.06,186.89,190.62,185.76,2.77,14,6,0.44,False,6,True,EXTREME,OPEN,,,,
QQQ_20251013_215313,2025-10-13T21:53:13.660642,QQQ,STRONG BUY,50.0,597.33,596.14,602.77,597.03,3.97,14,10,0.63,False,8,True,MEDIUM,OPEN,,,,
TSLA_20251013_215313,2025-10-13T21:53:13.955627,TSLA,BUY,28.6,425.33,422.2,430.91,425.03,10.43,8,4,0.35,False,2,True,MEDIUM,OPEN,,,,
AVGO_20251013_215322,2025-10-13T21:53:22.910005,AVGO,STRONG BUY,35.7,343.62,331.93,339.23,343.32,38.97,10,2,1.49,True,0,True,MEDIUM,OPEN,,,,
ORCL_20251013_215322,2025-10-13T21:53:22.938969,ORCL,STRONG BUY,35.7,297.84,297.28,301.6,297.54,1.87,10,4,0.53,True,4,True,MEDIUM,OPEN,,,,
AMZN_20251013_215323,2025-10-13T21:53:23.037753,AMZN,STRONG BUY,35.7,217.14,219.74,223.11,216.84,8.67,10,6,0.4,True,9,True,HIGH,OPEN,,,,
AAPL_20251013_215413,2025-10-13T21:54:13.065916,AAPL,BUY,28.6,245.66,248.67,252.08,245.36,10.03,8,1,0.35,True,6,True,MEDIUM,OPEN,,,,
NVDA_20251013_215413,2025-10-13T21:54:13.273054,NVDA,STRONG BUY,50.0,186.06,186.89,190.62,185.76,2.77,14,6,0.44,False,6,True,EXTREME,OPEN,,,,
TSLA_20251013_215413,2025-10-13T21:54:13.283436,TSLA,BUY,28.6,425.33,422.2,430.91,425.03,10.43,8,4,0.35,False,2,True,MEDIUM,OPEN,,,,
QQQ_20251013_215413,2025-10-13T21:54:13.384810,QQQ,STRONG BUY,50.0,597.33,596.14,602.77,597.03,3.97,14,10,0.63,False,8,True,MEDIUM,OPEN,,,,
ORCL_20251013_215422,2025-10-13T21:54:22.175913,ORCL,STRONG BUY,35.7,297.84,297.28,301.6,297.54,1.87,10,4,0.53,True,4,True,MEDIUM,OPEN,,,,
AVGO_20251013_215422,2025-10-13T21:54:22.192643,AVGO,STRONG BUY,35.7,343.62,331.93,339.23,343.32,38.97,10,2,1.49,True,0,True,MEDIUM,OPEN,,,,
AMZN_20251013_215422,2025-10-13T21:54:22.312783,AMZN,STRONG BUY,35.7,217.14,219.74,223.11,216.84,8.67,10,6,0.4,True,9,True,HIGH,OPEN,,,,
NVDA_20251013_215513,2025-10-13T21:55:13.388707,NVDA,STRONG BUY,50.0,186.06,186.89,190.62,185.76,2.77,14,6,0.44,False,6,True,EXTREME,OPEN,,,,
AAPL_20251013_215513,2025-10-13T21:55:13.401339,AAPL,BUY,28.6,245.66,248.67,252.08,245.36,10.03,8,1,0.35,True,6,True,MEDIUM,OPEN,,,,
QQQ_20251013_215513,2025-10-13T21:55:13.635234,QQQ,STRONG BUY,50.0,597.33,596.14,602.77,597.03,3.97,14,10,0.63,False,8,True,MEDIUM,OPEN,,,,
ORCL_20251013_215522,2025-10-13T21:55:22.500739,ORCL,STRONG BUY,35.7,297.84,297.28,301.6,297.54,1.87,10,4,0.53,True,4,True,MEDIUM,OPEN,,,,
AMZN_20251013_215522,2025-10-13T21:55:22.602132,AMZN,STRONG BUY,35.7,217.14,219.74,223.11,216.84,8.67,10,6,0.4,True,9,True,HIGH,OPEN,,,,
AAPL_20251013_215613,2025-10-13T21:56:13.396286,AAPL,BUY,28.6,245.66,248.67,252.08,245.36,10.03,8,1,0.35,True,6,True,MEDIUM,OPEN,,,,
NVDA_20251013_215613,2025-10-13T21:56:13.485780,NVDA,STRONG BUY,50.0,186.06,186.89,190.62,185.76,2.77,14,6,0.44,False,6,True,EXTREME,OPEN,,,,
QQQ_20251013_215613,2025-10-13T21:56:13.496549,QQQ,STRONG BUY,50.0,597.33,596.14,602.77,597.03,3.97,14,10,0.63,False,8,True,MEDIUM,OPEN,,,,
TSLA_20251013_215613,2025-10-13T21:56:13.502008,TSLA,BUY,28.6,425.33,422.2,430.91,425.03,10.43,8,4,0.35,False,2,True,MEDIUM,OPEN,,,,
ORCL_20251013_215622,2025-10-13T21:56:22.466257,ORCL,STRONG BUY,35.7,297.84,297.28,301.6,297.54,1.87,10,4,0.53,True,4,True,MEDIUM,OPEN,,,,
AVGO_20251013_215622,2025-10-13T21:56:22.596454,AVGO,STRONG BUY,35.7,343.62,331.93,339.23,343.32,38.97,10,2,1.49,True,0,True,MEDIUM,OPEN,,,,
AMZN_20251013_215623,2025-10-13T21:56:23.276435,AMZN,STRONG BUY,35.7,217.14,219.74,223.11,216.84,8.67,10,6,0.4,True,9,True,HIGH,OPEN,,,,
AAPL_20251013_215713,2025-10-13T21:57:13.389081,AAPL,BUY,28.6,245.66,248.67,252.08,245.36,10.03,8,1,0.35,True,6,True,MEDIUM,OPEN,,,,
NVDA_20251013_215713,2025-10-13T21:57:13.512611,NVDA,STRONG BUY,50.0,186.06,186.89,190.62,185.76,2.77,14,6,0.44,False,6,True,EXTREME,OPEN,,,,
QQQ_20251013_215713,2025-10-13T21:57:13.611940,QQQ,STRONG BUY,50.0,597.33,596.14,602.77,597.03,3.97,14,10,0.63,False,8,True,MEDIUM,OPEN,,,,
ORCL_20251013_215722,2025-10-13T21:57:22.355031,ORCL,STRONG BUY,35.7,297.84,297.28,301.6,297.54,1.87,10,4,0.53,True,4,True,MEDIUM,OPEN,,,,
AVGO_20251013_215722,2025-10-13T21:57:22.768586,AVGO,STRONG BUY,35.7,343.62,331.93,339.23,343.32,38.97,10,2,1.49,True,0,True,MEDIUM,OPEN,,,,
AMZN_20251013_215722,2025-10-13T21:57:22.781335,AMZN,STRONG BUY,35.7,217.14,219.74,223.11,216.84,8.67,10,6,0.4,True,9,True,HIGH,OPEN,,,,
AAPL_20251013_215813,2025-10-13T21:58:13.400974,AAPL,BUY,28.6,245.66,248.67,252.08,245.36,10.03,8,1,0.35,True,6,True,MEDIUM,OPEN,,,,
NVDA_20251013_215813,2025-10-13T21:58:13.454002,NVDA,STRONG BUY,50.0,186.06,186.89,190.62,185.76,2.77,14,6,0.44,False,6,True,EXTREME,OPEN,,,,
QQQ_20251013_215813,2025-10-13T21:58:13.579498,QQQ,STRONG BUY,50.0,597.33,596.14,602.77,597.03,3.97,14,10,0.63,False,8,True,MEDIUM,OPEN,,,,
TSLA_20251013_215816,2025-10-13T21:58:16.361233,TSLA,BUY,28.6,425.33,422.2,430.91,425.03,10.43,8,4,0.35,False,2,True,MEDIUM,OPEN,,,,
ORCL_20251013_215822,2025-10-13T21:58:22.523964,ORCL,STRONG BUY,35.7,297.84,297.28,301.6,297.54,1.87,10,4,0.53,True,4,True,MEDIUM,OPEN,,,,
AMZN_20251013_215822,2025-10-13T21:58:22.660494,AMZN,STRONG BUY,35.7,217.14,219.74,223.11,216.84,8.67,10,6,0.4,True,9,True,HIGH,OPEN,,,,
AVGO_20251013_215822,2025-10-13T21:58:22.684063,AVGO,STRONG BUY,35.7,343.62,331.93,339.23,343.32,38.97,10,2,1.49,True,0,True,MEDIUM,OPEN,,,,
TSLA_20251013_215913,2025-10-13T21:59:13.337188,TSLA,BUY,28.6,425.33,422.2,430.91,425.03,10.43,8,4,0.35,False,2,True,MEDIUM,OPEN,,,,
AAPL_20251013_215913,2025-10-13T21:59:13.353862,AAPL,BUY,28.6,245.66,248.67,252.08,245.36,10.03,8,1,0.35,True,6,True,MEDIUM,OPEN,,,,
QQQ_20251013_215913,2025-10-13T21:59:13.433468,QQQ,STRONG BUY,50.0,597.33,596.14,602.77,597.03,3.97,14,10,0.63,False,8,True,MEDIUM,OPEN,,,,
ORCL_20251013_215922,2025-10-13T21:59:22.500352,ORCL,STRONG BUY,35.7,297.84,297.28,301.6,297.54,1.87,10,4,0.53,True,4,True,MEDIUM,OPEN,,,,
AMZN_20251013_215922,2025-10-13T21:59:22.570085,AMZN,STRONG BUY,35.7,217.14,219.74,223.11,216.84,8.67,10,6,0.4,True,9,True,HIGH,OPEN,,,,
AVGO_20251013_215922,2025-10-13T21:59:22.583040,AVGO,STRONG BUY,35.7,343.62,331.93,339.23,343.32,38.97,10,2,1.49,True,0,True,MEDIUM,OPEN,,,,
NVDA_20251013_220013,2025-10-13T22:00:13.508857,NVDA,STRONG BUY,50.0,186.06,186.89,190.62,185.76,2.77,14,6,0.44,False,6,True,EXTREME,OPEN,,,,
AAPL_20251013_220013,2025-10-13T22:00:13.524468,AAPL,BUY,28.6,245.66,248.67,252.08,245.36,10.03,8,1,0.35,True,6,True,MEDIUM,OPEN,,,,
TSLA_20251013_220013,2025-10-13T22:00:13.531650,TSLA,BUY,28.6,425.33,422.2,430.91,425.03,10.43,8,4,0.35,False,2,True,MEDIUM,OPEN,,,,
QQQ_20251013_220013,2025-10-13T22:00:13.656994,QQQ,STRONG BUY,50.0,597.33,596.14,602.77,597.03,3.97,14,10,0.63,False,8,True,MEDIUM,OPEN,,,,
ORCL_20251013_220022,2025-10-13T22:00:22.390574,ORCL,STRONG BUY,35.7,297.84,297.28,301.6,297.54,1.87,10,4,0.53,True,4,True,MEDIUM,OPEN,,,,
AVGO_20251013_220022,2025-10-13T22:00:22.786865,AVGO,STRONG BUY,35.7,343.62,331.93,339.23,343.32,38.97,10,2,1.49,True,0,True,MEDIUM,OPEN,,,,
AMZN_20251013_220022,2025-10-13T22:00:22.970572,AMZN,STRONG BUY,35.7,217.14,219.74,223.11,216.84,8.67,10,6,0.4,True,9,True,HIGH,OPEN,,,,
AAPL_20251013_220113,2025-10-13T22:01:13.283482,AAPL,BUY,28.6,245.66,248.67,252.08,245.36,10.03,8,1,0.35,True,6,True,MEDIUM,OPEN,,,,
TSLA_20251013_220113,2025-10-13T22:01:13.354293,TSLA,BUY,28.6,425.33,422.2,430.91,425.03,10.43,8,4,0.35,False,2,True,MEDIUM,OPEN,,,,
NVDA_20251013_220113,2025-10-13T22:01:13.481779,NVDA,STRONG BUY,50.0,186.06,186.89,190.62,185.76,2.77,14,6,0.44,False,6,True,EXTREME,OPEN,,,,
QQQ_20251013_220113,2025-10-13T22:01:13.598119,QQQ,STRONG BUY,50.0,597.33,596.14,602.77,597.03,3.97,14,10,0.63,False,8,True,MEDIUM,OPEN,,,,
ORCL_20251013_220122,2025-10-13T22:01:22.459695,ORCL,STRONG BUY,35.7,297.84,297.28,301.6,297.54,1.87,10,4,0.53,True,4,True,MEDIUM,OPEN,,,,
AVGO_20251013_220122,2025-10-13T22:01:22.658914,AVGO,STRONG BUY,35.7,343.62,331.93,339.23,343.32,38.97,10,2,1.49,True,0,True,MEDIUM,OPEN,,,,
AMZN_20251013_220122,2025-10-13T22:01:22.686271,AMZN,STRONG BUY,35.7,217.14,219.74,223.11,216.84,8.67,10,6,0.4,True,9,True,HIGH,OPEN,,,,
AAPL_20251013_220213,2025-10-13T22:02:13.247704,AAPL,BUY,28.6,245.66,248.67,252.08,245.36,10.03,8,1,0.35,True,6,True,MEDIUM,OPEN,,,,
NVDA_20251013_220213,2025-10-13T22:02:13.360993,NVDA,STRONG BUY,50.0,186.06,186.89,190.62,185.76,2.77,14,6,0.44,False,6,True,EXTREME,OPEN,,,,
QQQ_20251013_220213,2025-10-13T22:02:13.393823,QQQ,STRONG BUY,50.0,597.33,596.14,602.77,597.03,3.97,14,10,0.63,False,8,True,MEDIUM,OPEN,,,,
TSLA_20251013_220213,2025-10-13T22:02:13.398216,TSLA,BUY,28.6,425.33,422.2,430.91,425.03,10.43,8,4,0.35,False,2,True,MEDIUM,OPEN,,,,
AVGO_20251013_220316,2025-10-13T22:03:16.849748,AVGO,STRONG BUY,35.7,343.62,331.93,339.23,343.32,38.97,10,2,0.0,True,0,True,MEDIUM,OPEN,,,,
AAPL_20251013_220322,2025-10-13T22:03:22.155430,AAPL,BUY,28.6,245.66,248.67,252.08,245.36,10.03,8,1,0.35,True,6,True,MEDIUM,OPEN,,,,
NVDA_20251013_220322,2025-10-13T22:03:22.356534,NVDA,STRONG BUY,50.0,186.06,186.89,190.62,185.76,2.77,14,6,0.44,False,6,True,EXTREME,OPEN,,,,
TSLA_20251013_220322,2025-10-13T22:03:22.427124,TSLA,BUY,28.6,425.33,422.2,430.91,425.03,10.43,8,4,0.35,False,2,True,MEDIUM,OPEN,,,,
QQQ_20251013_220322,2025-10-13T22:03:22.671946,QQQ,STRONG BUY,50.0,597.33,596.14,602.77,597.03,3.97,14,10,0.63,False,8,True,MEDIUM,OPEN,,,,
ORCL_20251013_220331,2025-10-13T22:03:31.162076,ORCL,STRONG BUY,35.7,297.84,297.28,301.6,297.54,1.87,10,4,0.53,True,4,True,MEDIUM,OPEN,,,,
AVGO_20251013_220331,2025-10-13T22:03:31.256103,AVGO,STRONG BUY,35.7,343.62,331.93,339.23,343.32,38.97,10,2,1.49,True,0,True,MEDIUM,OPEN,,,,
AMZN_20251013_220331,2025-10-13T22:03:31.452668,AMZN,STRONG BUY,35.7,217.14,219.74,223.11,216.84,8.67,10,6,0.4,True,9,True,HIGH,OPEN,,,,
AAPL_20251013_220413,2025-10-13T22:04:13.170123,AAPL,BUY,28.6,245.66,248.67,252.08,245.36,10.03,8,1,0.35,True,6,True,MEDIUM,OPEN,,,,
NVDA_20251013_220413,2025-10-13T22:04:13.281696,NVDA,STRONG BUY,50.0,186.06,186.89,190.62,185.76,2.77,14,6,0.44,False,6,True,EXTREME,OPEN,,,,
TSLA_20251013_220413,2025-10-13T22:04:13.299210,TSLA,BUY,28.6,425.33,422.2,430.91,425.03,10.43,8,4,0.35,False,2,True,MEDIUM,OPEN,,,,
QQQ_20251013_220413,2025-10-13T22:04:13.538336,QQQ,STRONG BUY,50.0,597.33,596.14,602.77,597.03,3.97,14,10,0.63,False,8,True,MEDIUM,OPEN,,,,
ORCL_20251013_220422,2025-10-13T22:04:22.210545,ORCL,STRONG BUY,35.7,297.84,297.28,301.6,297.54,1.87,10,4,0.53,True,4,True,MEDIUM,OPEN,,,,
AVGO_20251013_220422,2025-10-13T22:04:22.224687,AVGO,STRONG BUY,35.7,343.62,331.93,339.23,343.32,38.97,10,2,1.49,True,0,True,MEDIUM,OPEN,,,,
AMZN_20251013_220422,2025-10-13T22:04:22.493620,AMZN,STRONG BUY,35.7,217.14,219.74,223.11,216.84,8.67,10,6,0.4,True,9,True,HIGH,OPEN,,,,
AAPL_20251013_220513,2025-10-13T22:05:13.186634,AAPL,BUY,28.6,245.66,248.67,252.08,245.36,10.03,8,1,0.35,True,6,True,MEDIUM,OPEN,,,,
TSLA_20251013_220513,2025-10-13T22:05:13.503674,TSLA,BUY,28.6,425.33,422.2,430.91,425.03,10.43,8,4,0.35,False,2,True,MEDIUM,OPEN,,,,
QQQ_20251013_220513,2025-10-13T22:05:13.713074,QQQ,STRONG BUY,50.0,597.33,596.14,602.77,597.03,3.97,14,10,0.63,False,8,True,MEDIUM,OPEN,,,,
AVGO_20251013_220522,2025-10-13T22:05:22.260343,AVGO,STRONG BUY,35.7,343.62,331.93,339.23,343.32,38.97,10,2,1.49,True,0,True,MEDIUM,OPEN,,,,
ORCL_20251013_220522,2025-10-13T22:05:22.274726,ORCL,STRONG BUY,35.7,297.84,297.28,301.6,297.54,1.87,10,4,0.53,True,4,True,MEDIUM,OPEN,,,,
AMZN_20251013_220522,2025-10-13T22:05:22.559651,AMZN,STRONG BUY,35.7,217.14,219.74,223.11,216.84,8.67,10,6,0.4,True,9,True,HIGH,OPEN,,,,
AAPL_20251013_220613,2025-10-13T22:06:13.317061,AAPL,BUY,28.6,245.66,248.67,252.08,245.36,10.03,8,1,0.35,True,6,True,MEDIUM,OPEN,,,,
QQQ_20251013_220613,2025-10-13T22:06:13.482229,QQQ,STRONG BUY,50.0,597.33,596.14,602.77,597.03,3.97,14,10,0.63,False,8,True,MEDIUM,OPEN,,,,
TSLA_20251013_220613,2025-10-13T22:06:13.489518,TSLA,BUY,28.6,425.33,422.2,430.91,425.03,10.43,8,4,0.35,False,2,True,MEDIUM,OPEN,,,,
AVGO_20251013_220622,2025-10-13T22:06:22.443275,AVGO,STRONG BUY,35.7,343.62,331.93,339.23,343.32,38.97,10,2,1.49,True,0,True,MEDIUM,OPEN,,,,
AMZN_20251013_220622,2025-10-13T22:06:22.554119,AMZN,STRONG BUY,35.7,217.14,219.74,223.11,216.84,8.67,10,6,0.4,True,9,True,HIGH,OPEN,,,,
AAPL_20251013_220713,2025-10-13T22:07:13.376073,AAPL,BUY,28.6,245.66,248.67,252.08,245.36,10.03,8,1,0.35,True,6,True,MEDIUM,OPEN,,,,
TSLA_20251013_220713,2025-10-13T22:07:13.488895,TSLA,BUY,28.6,425.33,422.2,430.91,425.03,10.43,8,4,0.35,False,2,True,MEDIUM,OPEN,,,,
QQQ_20251013_220713,2025-10-13T22:07:13.769444,QQQ,STRONG BUY,50.0,597.33,596.14,602.77,597.03,3.97,14,10,0.63,False,8,True,MEDIUM,OPEN,,,,
