date,timestamp,size,price,side,notional_value,exchange
2025-07-28,2025-07-28T15:50:00,472557,27.55,sell,13021263.26,MS
2025-07-28,2025-07-28T14:01:00,295307,27.6,sell,8149072.35,MS
2025-07-28,2025-07-28T16:27:00,26763,27.54,buy,737139.1,MS
2025-07-28,2025-07-28T15:27:00,60435,27.5,sell,1661916.57,GS
2025-07-28,2025-07-28T10:31:00,89204,27.59,sell,2460919.26,UBS
2025-07-28,2025-07-28T14:47:00,10132,27.58,sell,279401.92,UBS
2025-07-28,2025-07-28T11:19:00,222721,27.52,buy,6130244.38,UBS
2025-07-28,2025-07-28T15:49:00,47893,27.52,sell,1317951.96,MS
2025-07-28,2025-07-28T10:06:00,86764,27.56,sell,2391480.82,GS
2025-07-28,2025-07-28T11:18:00,383379,27.59,sell,10578303.07,MS
2025-07-28,2025-07-28T13:42:00,38626,27.55,sell,1064008.11,GS
2025-07-28,2025-07-28T10:16:00,72393,27.5,buy,1990922.28,CITI
2025-07-28,2025-07-28T12:01:00,92689,27.53,sell,2551596.43,GS
2025-07-28,2025-07-28T11:13:00,21150,27.52,sell,581954.01,CITI
2025-07-29,2025-07-29T11:01:00,15265,27.65,buy,422138.76,MS
2025-07-29,2025-07-29T11:20:00,126164,27.6,buy,3482033.76,CITI
2025-07-29,2025-07-29T11:08:00,32648,27.6,sell,901008.96,UBS
2025-07-29,2025-07-29T16:16:00,68806,27.63,sell,1901095.14,UBS
2025-07-29,2025-07-29T10:55:00,318595,27.66,buy,8813493.83,MS
2025-07-29,2025-07-29T11:16:00,36873,27.62,sell,1018417.21,MS
2025-07-29,2025-07-29T12:37:00,68399,27.58,sell,1886591.44,MS
2025-07-29,2025-07-29T09:53:00,405776,27.62,buy,11209100.61,MS
2025-07-29,2025-07-29T15:37:00,49620,27.66,buy,1372408.3,BARCLAYS
2025-07-29,2025-07-29T11:15:00,67966,27.68,sell,1881054.11,MS
2025-07-29,2025-07-29T13:57:00,113037,27.61,buy,3121328.53,MS
2025-07-29,2025-07-29T14:58:00,40195,27.68,buy,1112714.68,GS
2025-07-29,2025-07-29T12:58:00,389801,27.68,sell,10791426.6,CITI
2025-07-29,2025-07-29T12:19:00,42608,27.62,buy,1176749.26,CITI
2025-07-29,2025-07-29T15:55:00,21424,27.63,sell,591995.91,BARCLAYS
2025-07-29,2025-07-29T09:03:00,464443,27.63,buy,12834500.69,MS
2025-07-29,2025-07-29T15:12:00,460800,27.66,sell,12745292.63,BARCLAYS
2025-07-29,2025-07-29T09:09:00,458701,27.65,buy,12683385.6,GS
2025-07-29,2025-07-29T15:46:00,26915,27.67,buy,744739.76,GS
2025-07-29,2025-07-29T09:04:00,62881,27.62,buy,1736885.98,GS
2025-07-29,2025-07-29T12:11:00,76366,27.63,buy,2110184.28,UBS
2025-07-29,2025-07-29T11:03:00,359167,27.65,buy,9929732.14,UBS
2025-07-29,2025-07-29T12:52:00,275266,27.59,buy,7594210.25,CITI
2025-07-29,2025-07-29T13:31:00,291701,27.62,buy,8057646.1,GS
2025-07-29,2025-07-29T11:07:00,395980,27.59,buy,10923120.2,CITI
2025-07-29,2025-07-29T12:12:00,84270,27.6,buy,2325683.06,CITI
2025-07-29,2025-07-29T10:37:00,392241,27.59,sell,10822830.48,BARCLAYS
2025-07-29,2025-07-29T16:03:00,47336,27.64,sell,1308156.34,CITI
2025-07-29,2025-07-29T12:11:00,69858,27.58,buy,1926430.99,CITI
2025-07-29,2025-07-29T14:18:00,40945,27.62,buy,1130862.44,MS
2025-07-29,2025-07-29T15:54:00,292373,27.58,sell,8065097.51,GS
2025-07-29,2025-07-29T10:17:00,467708,27.67,buy,12942635.28,GS
2025-07-29,2025-07-29T10:25:00,110947,27.59,sell,3061261.3,GS
2025-07-30,2025-07-30T09:21:00,69018,28.95,sell,1997803.58,GS
2025-07-30,2025-07-30T12:53:00,38906,28.89,buy,1123842.09,MS
2025-07-30,2025-07-30T13:59:00,58086,28.89,buy,1678270.34,CITI
2025-07-30,2025-07-30T11:58:00,83790,28.96,buy,2426286.02,BARCLAYS
2025-07-30,2025-07-30T12:21:00,66765,28.91,sell,1929908.27,BARCLAYS
2025-07-30,2025-07-30T15:16:00,26037,28.85,buy,751281.81,UBS
2025-07-30,2025-07-30T10:22:00,44029,28.92,sell,1273375.31,BARCLAYS
2025-07-30,2025-07-30T12:01:00,47478,28.93,buy,1373656.34,UBS
2025-07-30,2025-07-30T10:48:00,423323,28.85,sell,12214974.01,CITI
2025-07-30,2025-07-30T15:07:00,347971,28.92,buy,10064450.11,MS
2025-07-30,2025-07-30T15:00:00,496502,28.93,buy,14364885.45,UBS
2025-07-30,2025-07-30T14:51:00,456275,28.9,buy,13186946.82,BARCLAYS
2025-07-30,2025-07-30T10:58:00,29038,28.84,buy,837562.89,GS
2025-07-30,2025-07-30T12:15:00,94950,28.96,buy,2749404.3,CITI
2025-07-30,2025-07-30T16:05:00,241325,28.92,buy,6979367.32,CITI
2025-07-30,2025-07-30T10:08:00,114473,28.95,buy,3313703.26,MS
2025-07-30,2025-07-30T13:24:00,74504,28.85,sell,2149199.38,BARCLAYS
2025-07-30,2025-07-30T14:28:00,41607,28.93,sell,1203692.24,MS
2025-07-30,2025-07-30T16:12:00,454561,28.93,sell,13151397.42,CITI
2025-07-30,2025-07-30T10:47:00,73879,28.93,buy,2137482.86,UBS
2025-07-30,2025-07-30T15:33:00,101829,28.93,sell,2945711.51,BARCLAYS
2025-07-30,2025-07-30T11:17:00,53878,28.88,sell,1555739.06,BARCLAYS
2025-07-30,2025-07-30T12:50:00,477351,28.85,buy,13773534.43,MS
2025-07-30,2025-07-30T13:10:00,282198,28.86,buy,8144715.28,GS
2025-07-30,2025-07-30T12:49:00,149154,28.86,sell,4304626.45,GS
2025-07-30,2025-07-30T09:00:00,71157,28.86,buy,2053944.79,MS
2025-07-30,2025-07-30T10:18:00,117705,28.88,buy,3399421.01,CITI
2025-07-30,2025-07-30T12:50:00,48065,28.94,sell,1390880.3,BARCLAYS
2025-07-30,2025-07-30T12:12:00,439699,28.95,buy,12731208.49,BARCLAYS
2025-07-30,2025-07-30T15:21:00,89130,28.94,buy,2579562.0,BARCLAYS
2025-07-30,2025-07-30T10:55:00,12446,28.94,buy,360245.62,UBS
2025-07-30,2025-07-30T13:27:00,37058,28.9,sell,1070865.45,CITI
2025-07-30,2025-07-30T11:15:00,59786,28.9,buy,1727532.21,GS
2025-07-30,2025-07-30T09:45:00,372417,28.95,buy,10782842.61,GS
2025-07-31,2025-07-31T16:00:00,291059,29.84,sell,8685056.69,MS
2025-07-31,2025-07-31T10:22:00,51463,29.78,sell,1532412.43,MS
2025-07-31,2025-07-31T10:04:00,76911,29.73,buy,2286691.05,UBS
2025-07-31,2025-07-31T10:52:00,137634,29.83,sell,4105435.84,CITI
2025-07-31,2025-07-31T16:27:00,278550,29.74,sell,8283313.96,UBS
2025-07-31,2025-07-31T15:42:00,349988,29.8,buy,10428901.88,GS
2025-07-31,2025-07-31T13:28:00,428674,29.73,buy,12744171.42,MS
2025-07-31,2025-07-31T16:36:00,457883,29.79,sell,13641116.82,CITI
2025-07-31,2025-07-31T13:53:00,471448,29.82,buy,14060520.92,UBS
2025-07-31,2025-07-31T10:28:00,32204,29.83,buy,960776.9,UBS
2025-07-31,2025-07-31T13:54:00,79914,29.74,sell,2376608.16,UBS
2025-07-31,2025-07-31T13:59:00,47284,29.84,buy,1410819.34,BARCLAYS
2025-07-31,2025-07-31T15:51:00,392928,29.79,buy,11705361.75,MS
2025-07-31,2025-07-31T10:35:00,93002,29.77,buy,2768986.41,UBS
2025-07-31,2025-07-31T14:16:00,81798,29.74,buy,2432655.96,CITI
2025-07-31,2025-07-31T15:43:00,63035,29.79,buy,1877497.78,GS
2025-07-31,2025-07-31T10:15:00,63986,29.78,sell,1905715.33,MS
2025-07-31,2025-07-31T12:37:00,336805,29.8,buy,10036742.17,BARCLAYS
2025-07-31,2025-07-31T12:24:00,86400,29.78,buy,2573174.94,CITI
2025-07-31,2025-07-31T09:35:00,233833,29.8,buy,6967430.2,GS
2025-07-31,2025-07-31T12:37:00,88680,29.82,buy,2644811.65,UBS
2025-07-31,2025-07-31T14:35:00,155108,29.82,buy,4625085.5,CITI
2025-07-31,2025-07-31T11:07:00,54433,29.77,buy,1620495.14,BARCLAYS
2025-07-31,2025-07-31T13:57:00,97914,29.73,sell,2911046.75,GS
2025-07-31,2025-07-31T14:29:00,66756,29.79,sell,1988977.25,BARCLAYS
2025-07-31,2025-07-31T13:36:00,426761,29.82,buy,12724643.71,CITI
2025-08-01,2025-08-01T15:37:00,89849,29.62,sell,2661135.34,GS
2025-08-01,2025-08-01T12:30:00,41081,29.52,sell,1212744.56,GS
2025-08-01,2025-08-01T09:22:00,33393,29.61,sell,988902.78,MS
2025-08-01,2025-08-01T09:32:00,256190,29.61,sell,7586973.42,BARCLAYS
2025-08-01,2025-08-01T12:46:00,393558,29.53,buy,11620572.74,BARCLAYS
2025-08-01,2025-08-01T13:12:00,57518,29.6,buy,1702476.46,MS
2025-08-01,2025-08-01T10:14:00,75538,29.55,sell,2231825.63,GS
2025-08-01,2025-08-01T13:28:00,36299,29.51,buy,1071254.67,GS
2025-08-01,2025-08-01T11:23:00,87964,29.61,sell,2604602.09,GS
2025-08-01,2025-08-01T16:41:00,410438,29.59,sell,12145249.15,UBS
2025-08-01,2025-08-01T13:58:00,87277,29.6,sell,2583195.46,GS
2025-08-01,2025-08-01T14:52:00,232450,29.54,sell,6867687.02,MS
2025-08-01,2025-08-01T09:42:00,97084,29.61,sell,2874779.1,CITI
2025-08-01,2025-08-01T11:21:00,79279,29.54,buy,2341858.06,GS
2025-08-01,2025-08-01T13:35:00,28310,29.55,buy,836507.4,UBS
2025-08-01,2025-08-01T13:12:00,90565,29.6,buy,2681059.06,MS
2025-08-01,2025-08-01T16:09:00,29945,29.52,sell,884071.2,MS
2025-08-01,2025-08-01T10:54:00,20465,29.52,buy,604057.69,GS
2025-08-01,2025-08-01T13:48:00,77233,29.52,sell,2279585.48,CITI
2025-08-01,2025-08-01T10:04:00,33995,29.57,sell,1005273.41,CITI
2025-08-01,2025-08-01T15:55:00,69369,29.53,sell,2048584.26,MS
2025-08-01,2025-08-01T15:27:00,87353,29.58,sell,2583672.96,CITI
2025-08-01,2025-08-01T12:16:00,67064,29.61,sell,1985784.43,UBS
2025-08-01,2025-08-01T12:22:00,84125,29.61,sell,2490733.47,UBS
2025-08-01,2025-08-01T12:00:00,63058,29.54,sell,1862471.29,GS
2025-08-01,2025-08-01T09:02:00,50389,29.56,buy,1489688.27,GS
2025-08-01,2025-08-01T09:12:00,402464,29.53,sell,11886463.04,MS
2025-08-01,2025-08-01T12:28:00,10897,29.6,sell,322522.69,GS
2025-08-01,2025-08-01T16:59:00,196748,29.51,sell,5806744.25,CITI
2025-08-01,2025-08-01T14:35:00,55334,29.53,sell,1634132.2,MS
2025-08-01,2025-08-01T16:40:00,397712,29.52,buy,11739864.31,UBS
2025-08-01,2025-08-01T14:25:00,90214,29.6,buy,2670456.08,BARCLAYS
2025-08-01,2025-08-01T14:30:00,15601,29.59,buy,461649.21,CITI
2025-08-01,2025-08-01T16:15:00,14375,29.52,sell,424355.34,BARCLAYS
2025-08-01,2025-08-01T11:11:00,236538,29.61,sell,7002766.48,GS
2025-08-01,2025-08-01T13:40:00,56766,29.51,sell,1675374.3,MS
2025-08-01,2025-08-01T15:46:00,93042,29.57,sell,2750815.9,UBS
2025-08-01,2025-08-01T10:13:00,79668,29.58,sell,2356896.97,BARCLAYS
2025-08-01,2025-08-01T16:06:00,230789,29.54,sell,6817846.27,MS
2025-08-01,2025-08-01T12:59:00,38890,29.61,sell,1151478.0,GS
2025-08-01,2025-08-01T10:18:00,85076,29.57,buy,2515753.09,BARCLAYS
2025-08-04,2025-08-04T11:24:00,61603,30.25,buy,1863727.24,BARCLAYS
2025-08-04,2025-08-04T13:54:00,22322,30.21,sell,674246.8,GS
2025-08-04,2025-08-04T16:59:00,74714,30.3,buy,2263838.45,MS
2025-08-04,2025-08-04T10:27:00,47874,30.26,buy,1448490.38,BARCLAYS
2025-08-04,2025-08-04T12:05:00,21924,30.26,sell,663410.64,GS
2025-08-04,2025-08-04T13:48:00,69174,30.29,sell,2095241.65,UBS
2025-08-04,2025-08-04T10:04:00,93801,30.3,sell,2842499.97,BARCLAYS
2025-08-04,2025-08-04T09:08:00,302844,30.23,buy,9154297.24,MS
2025-08-04,2025-08-04T09:58:00,221171,30.31,buy,6704566.08,UBS
2025-08-04,2025-08-04T10:37:00,84928,30.25,buy,2568900.67,MS
2025-08-04,2025-08-04T10:14:00,95681,30.2,sell,2889872.27,UBS
2025-08-04,2025-08-04T15:28:00,164705,30.32,sell,4993768.87,BARCLAYS
2025-08-04,2025-08-04T14:36:00,264443,30.29,sell,8010513.61,UBS
2025-08-04,2025-08-04T15:42:00,18944,30.26,buy,573260.99,GS
2025-08-04,2025-08-04T13:33:00,68267,30.2,buy,2061778.43,GS
2025-08-04,2025-08-04T13:58:00,220409,30.26,buy,6669949.88,MS
2025-08-04,2025-08-04T16:29:00,13871,30.28,sell,420078.04,BARCLAYS
2025-08-04,2025-08-04T11:49:00,48826,30.2,buy,1474695.79,UBS
2025-08-05,2025-08-05T14:13:00,38823,32.76,sell,1271647.75,CITI
2025-08-05,2025-08-05T09:50:00,266560,32.78,buy,8738866.44,GS
2025-08-05,2025-08-05T15:36:00,14434,32.68,buy,471656.38,MS
2025-08-05,2025-08-05T14:33:00,95432,32.77,buy,3127085.32,CITI
2025-08-05,2025-08-05T11:41:00,134801,32.71,buy,4409988.58,MS
2025-08-05,2025-08-05T13:38:00,59907,32.78,buy,1963497.6,BARCLAYS
2025-08-05,2025-08-05T10:51:00,78206,32.76,buy,2561717.01,BARCLAYS
2025-08-05,2025-08-05T13:37:00,72350,32.76,buy,2369949.86,BARCLAYS
2025-08-05,2025-08-05T09:34:00,55555,32.71,sell,1816943.44,UBS
2025-08-05,2025-08-05T11:30:00,99149,32.71,buy,3242846.5,UBS
2025-08-05,2025-08-05T13:47:00,131322,32.78,sell,4305187.97,MS
2025-08-05,2025-08-05T15:32:00,78572,32.73,buy,2571387.87,UBS
2025-08-05,2025-08-05T13:59:00,250255,32.78,buy,8204170.43,MS
2025-08-05,2025-08-05T16:04:00,27074,32.7,buy,885325.22,BARCLAYS
2025-08-05,2025-08-05T11:23:00,10781,32.66,buy,352141.27,BARCLAYS
2025-08-05,2025-08-05T16:47:00,77603,32.75,buy,2541548.45,BARCLAYS
2025-08-05,2025-08-05T16:05:00,237968,32.73,buy,7788589.34,GS
2025-08-05,2025-08-05T11:13:00,144171,32.78,sell,4726600.79,BARCLAYS
2025-08-05,2025-08-05T10:40:00,62814,32.66,buy,2051334.65,MS
2025-08-05,2025-08-05T09:27:00,94352,32.78,sell,3092619.31,GS
2025-08-05,2025-08-05T15:00:00,50921,32.68,buy,1664313.22,UBS
2025-08-05,2025-08-05T13:43:00,27523,32.74,buy,901063.8,UBS
2025-08-05,2025-08-05T11:28:00,94618,32.67,buy,3091080.93,UBS
2025-08-05,2025-08-05T10:58:00,87250,32.72,sell,2854465.93,GS
2025-08-05,2025-08-05T11:18:00,96297,32.73,buy,3151757.34,MS
2025-08-05,2025-08-05T15:07:00,46569,32.71,buy,1523063.69,BARCLAYS
2025-08-05,2025-08-05T15:00:00,91731,32.78,buy,3006805.87,UBS
2025-08-05,2025-08-05T15:30:00,66991,32.68,buy,2189264.65,UBS
2025-08-05,2025-08-05T16:17:00,82664,32.78,buy,2710021.68,UBS
2025-08-05,2025-08-05T14:18:00,75131,32.66,buy,2453898.18,GS
2025-08-05,2025-08-05T11:19:00,45783,32.67,sell,1495723.69,GS
2025-08-05,2025-08-05T13:38:00,334463,32.72,buy,10943679.78,UBS
2025-08-05,2025-08-05T14:14:00,93000,32.68,buy,3039485.59,BARCLAYS
2025-08-05,2025-08-05T12:20:00,73163,32.66,buy,2389175.46,GS
2025-08-05,2025-08-05T14:23:00,85728,32.67,buy,2800573.77,GS
2025-08-05,2025-08-05T12:42:00,393809,32.77,buy,12906424.44,MS
2025-08-05,2025-08-05T14:13:00,108241,32.74,buy,3544202.12,UBS
2025-08-05,2025-08-05T13:06:00,421672,32.72,sell,13798450.75,MS
2025-08-05,2025-08-05T13:50:00,272482,32.71,buy,8911684.55,BARCLAYS
2025-08-05,2025-08-05T10:30:00,163989,32.67,buy,5357925.72,MS
2025-08-05,2025-08-05T12:28:00,90695,32.68,sell,2964252.28,UBS
2025-08-05,2025-08-05T16:21:00,75151,32.73,sell,2459422.57,UBS
2025-08-06,2025-08-06T12:55:00,23299,32.73,sell,762487.9,GS
2025-08-06,2025-08-06T15:03:00,77498,32.73,buy,2536357.92,GS
2025-08-06,2025-08-06T15:28:00,456205,32.73,sell,14931599.62,CITI
2025-08-06,2025-08-06T11:50:00,452917,32.84,buy,14876034.73,GS
2025-08-06,2025-08-06T11:11:00,46697,32.81,buy,1532053.09,GS
2025-08-06,2025-08-06T15:00:00,57404,32.73,buy,1879046.41,CITI
2025-08-06,2025-08-06T12:18:00,201810,32.81,buy,6621032.59,CITI
2025-08-06,2025-08-06T15:09:00,74425,32.76,buy,2437791.31,GS
2025-08-06,2025-08-06T13:11:00,69100,32.74,sell,2262385.73,CITI
2025-08-06,2025-08-06T16:27:00,69870,32.84,buy,2294400.79,GS
2025-08-06,2025-08-06T10:23:00,49114,32.79,sell,1610407.52,BARCLAYS
2025-08-06,2025-08-06T12:36:00,240868,32.8,sell,7901540.02,UBS
2025-08-06,2025-08-06T10:11:00,476103,32.84,buy,15636575.69,UBS
2025-08-06,2025-08-06T09:35:00,65766,32.84,buy,2159493.44,GS
2025-08-06,2025-08-06T13:57:00,41405,32.78,buy,1357224.54,BARCLAYS
2025-08-06,2025-08-06T10:44:00,363172,32.8,buy,11913454.61,MS
2025-08-06,2025-08-06T13:53:00,171108,32.81,buy,5614532.48,UBS
2025-08-06,2025-08-06T10:53:00,64839,32.84,buy,2129310.06,UBS
2025-08-07,2025-08-07T12:37:00,66141,34.4,buy,2275462.34,CITI
2025-08-07,2025-08-07T14:22:00,96506,34.32,buy,3311682.09,GS
2025-08-07,2025-08-07T16:38:00,24362,34.37,sell,837343.24,GS
2025-08-07,2025-08-07T10:41:00,18565,34.36,buy,637864.58,GS
2025-08-07,2025-08-07T15:01:00,44617,34.37,buy,1533464.07,MS
2025-08-07,2025-08-07T12:18:00,52906,34.32,buy,1815520.09,BARCLAYS
2025-08-07,2025-08-07T12:58:00,83983,34.42,buy,2890553.72,BARCLAYS
2025-08-07,2025-08-07T12:23:00,36388,34.32,buy,1248932.63,BARCLAYS
2025-08-07,2025-08-07T09:09:00,52618,34.36,sell,1807809.83,BARCLAYS
2025-08-07,2025-08-07T12:01:00,348480,34.43,sell,11998482.97,GS
2025-08-07,2025-08-07T15:52:00,31807,34.37,buy,1093073.65,MS
2025-08-07,2025-08-07T13:00:00,365985,34.38,buy,12582996.37,BARCLAYS
2025-08-07,2025-08-07T16:46:00,66349,34.36,buy,2280062.71,GS
2025-08-07,2025-08-07T13:15:00,97438,34.4,sell,3352223.63,UBS
2025-08-07,2025-08-07T12:54:00,14630,34.39,buy,503135.48,MS
2025-08-07,2025-08-07T09:18:00,83338,34.33,buy,2861271.42,GS
2025-08-07,2025-08-07T12:42:00,282106,34.43,buy,9713328.89,MS
2025-08-07,2025-08-07T09:14:00,16118,34.38,buy,554154.24,MS
2025-08-07,2025-08-07T10:01:00,87348,34.37,sell,3001865.72,MS
2025-08-07,2025-08-07T16:12:00,453564,34.36,buy,15584958.53,UBS
2025-08-07,2025-08-07T11:53:00,145791,34.37,sell,5010395.06,BARCLAYS
2025-08-07,2025-08-07T12:46:00,33058,34.39,buy,1136958.7,UBS
2025-08-07,2025-08-07T15:10:00,17841,34.44,buy,614391.21,BARCLAYS
2025-08-07,2025-08-07T11:03:00,18060,34.42,sell,621694.67,CITI
2025-08-07,2025-08-07T10:13:00,252720,34.41,sell,8695931.89,MS
2025-08-07,2025-08-07T12:56:00,29219,34.34,buy,1003354.72,MS
2025-08-07,2025-08-07T16:47:00,474365,34.4,buy,16318460.46,CITI
2025-08-07,2025-08-07T10:01:00,468711,34.38,sell,16115045.6,MS
2025-08-07,2025-08-07T11:47:00,88351,34.43,buy,3041533.12,BARCLAYS
2025-08-07,2025-08-07T10:05:00,45012,34.35,buy,1546098.66,GS
2025-08-07,2025-08-07T14:05:00,33013,34.38,buy,1135103.09,UBS
2025-08-07,2025-08-07T16:23:00,58270,34.33,buy,2000290.49,CITI
2025-08-07,2025-08-07T13:53:00,255107,34.38,sell,8771511.3,BARCLAYS
2025-08-07,2025-08-07T09:46:00,55073,34.33,sell,1890469.23,GS
2025-08-07,2025-08-07T11:38:00,25339,34.39,buy,871484.19,BARCLAYS
2025-08-07,2025-08-07T16:52:00,69562,34.3,buy,2386210.99,BARCLAYS
2025-08-07,2025-08-07T11:21:00,237891,34.37,sell,8175767.92,UBS
2025-08-07,2025-08-07T14:17:00,498407,34.43,buy,17161488.66,BARCLAYS
2025-08-07,2025-08-07T09:42:00,25379,34.35,buy,871879.12,BARCLAYS
2025-08-07,2025-08-07T16:10:00,392924,34.37,buy,13505447.27,GS
2025-08-07,2025-08-07T10:12:00,337535,34.38,buy,11604186.43,GS
2025-08-07,2025-08-07T15:58:00,28735,34.34,sell,986876.28,CITI
2025-08-07,2025-08-07T12:29:00,82278,34.37,sell,2828062.63,UBS
2025-08-07,2025-08-07T14:08:00,26666,34.39,sell,917023.68,GS
2025-08-07,2025-08-07T12:20:00,23019,34.37,sell,791235.57,UBS
2025-08-07,2025-08-07T13:52:00,89122,34.44,buy,3069015.46,UBS
2025-08-07,2025-08-07T13:15:00,221928,34.41,buy,7636613.15,CITI
2025-08-07,2025-08-07T12:18:00,492274,34.43,buy,16947802.64,BARCLAYS
2025-08-07,2025-08-07T13:59:00,54329,34.42,buy,1869921.23,CITI
2025-08-08,2025-08-08T12:58:00,29887,35.64,buy,1065211.72,CITI
2025-08-08,2025-08-08T14:33:00,213969,35.77,buy,7653749.26,CITI
2025-08-08,2025-08-08T15:33:00,82720,35.71,buy,2953793.14,BARCLAYS
2025-08-08,2025-08-08T16:35:00,80378,35.75,buy,2873851.4,BARCLAYS
2025-08-08,2025-08-08T11:29:00,18772,35.63,buy,668876.63,BARCLAYS
2025-08-08,2025-08-08T10:45:00,31872,35.71,buy,1138290.05,BARCLAYS
2025-08-08,2025-08-08T13:01:00,24918,35.65,sell,888380.29,GS
2025-08-08,2025-08-08T12:19:00,95228,35.71,buy,3400545.19,UBS
2025-08-08,2025-08-08T15:48:00,483100,35.66,buy,17227679.17,BARCLAYS
2025-08-08,2025-08-08T14:01:00,77521,35.74,sell,2770876.88,BARCLAYS
2025-08-08,2025-08-08T12:49:00,453761,35.65,buy,16175310.65,MS
2025-08-08,2025-08-08T14:19:00,54224,35.69,buy,1935411.22,UBS
2025-08-08,2025-08-08T16:06:00,63293,35.67,sell,2257906.04,MS
2025-08-08,2025-08-08T09:59:00,29770,35.66,buy,1061666.07,BARCLAYS
2025-08-08,2025-08-08T16:52:00,93762,35.67,buy,3344904.72,UBS
2025-08-08,2025-08-08T12:28:00,49585,35.74,buy,1772222.05,MS
2025-08-08,2025-08-08T09:15:00,14467,35.69,buy,516297.15,GS
2025-08-08,2025-08-08T11:24:00,84783,35.72,sell,3028073.07,UBS
2025-08-08,2025-08-08T16:40:00,151865,35.68,buy,5418314.13,BARCLAYS
2025-08-08,2025-08-08T14:38:00,449893,35.7,buy,16062128.98,GS
2025-08-08,2025-08-08T12:55:00,71358,35.68,sell,2545879.93,UBS
2025-08-08,2025-08-08T15:04:00,16130,35.67,sell,575412.17,CITI
2025-08-08,2025-08-08T11:59:00,19264,35.73,buy,688370.31,GS
2025-08-08,2025-08-08T14:52:00,41634,35.73,buy,1487657.6,GS
2025-08-08,2025-08-08T11:02:00,12967,35.67,sell,462474.38,UBS
2025-08-08,2025-08-08T10:01:00,61882,35.67,sell,2207156.1,BARCLAYS
2025-08-08,2025-08-08T13:23:00,98507,35.69,sell,3515913.95,UBS
2025-08-08,2025-08-08T14:06:00,10590,35.67,buy,377729.34,MS
2025-08-08,2025-08-08T11:34:00,34046,35.7,buy,1215404.78,GS
2025-08-08,2025-08-08T11:25:00,29847,35.72,buy,1066245.23,MS
2025-08-08,2025-08-08T14:01:00,55170,35.68,buy,1968211.91,BARCLAYS
2025-08-08,2025-08-08T16:08:00,50817,35.73,sell,1815731.35,CITI
2025-08-08,2025-08-08T14:20:00,372012,35.76,buy,13301776.44,GS
2025-08-08,2025-08-08T11:47:00,61433,35.65,buy,2189953.24,CITI
2025-08-08,2025-08-08T16:33:00,16583,35.69,buy,591918.07,MS
2025-08-08,2025-08-08T15:10:00,52967,35.71,buy,1891678.03,GS
2025-08-08,2025-08-08T15:59:00,124398,35.64,buy,4433733.12,UBS
2025-08-11,2025-08-11T11:04:00,391143,36.63,sell,14327713.63,UBS
2025-08-11,2025-08-11T09:22:00,65125,36.56,buy,2380906.18,UBS
2025-08-11,2025-08-11T16:20:00,29430,36.51,buy,1074362.92,GS
2025-08-11,2025-08-11T10:57:00,53207,36.62,buy,1948317.94,GS
2025-08-11,2025-08-11T11:32:00,56448,36.6,sell,2065742.76,UBS
2025-08-11,2025-08-11T14:55:00,452166,36.56,sell,16533133.52,GS
2025-08-11,2025-08-11T11:19:00,469703,36.6,buy,17193303.99,MS
2025-08-11,2025-08-11T14:24:00,468606,36.59,sell,17146087.19,GS
2025-08-11,2025-08-11T16:55:00,213832,36.51,sell,7806346.64,MS
2025-08-11,2025-08-11T16:29:00,317544,36.51,buy,11592375.02,MS
2025-08-11,2025-08-11T16:13:00,440207,36.58,buy,16100941.47,GS
2025-08-11,2025-08-11T12:06:00,13300,36.58,buy,486559.06,GS
2025-08-11,2025-08-11T14:20:00,73890,36.56,buy,2701308.15,BARCLAYS
2025-08-11,2025-08-11T15:10:00,78672,36.6,sell,2879678.5,MS
2025-08-11,2025-08-11T16:36:00,488481,36.52,buy,17838899.59,BARCLAYS
2025-08-12,2025-08-12T12:53:00,13881,38.19,buy,530166.45,BARCLAYS
2025-08-12,2025-08-12T16:59:00,36698,38.29,buy,1405060.69,GS
2025-08-12,2025-08-12T15:06:00,310745,38.22,buy,11875929.52,BARCLAYS
2025-08-12,2025-08-12T10:13:00,15919,38.19,buy,608021.45,UBS
2025-08-12,2025-08-12T11:01:00,36342,38.25,sell,1389986.42,BARCLAYS
2025-08-12,2025-08-12T10:42:00,495218,38.28,buy,18959207.05,MS
2025-08-12,2025-08-12T13:35:00,49238,38.22,sell,1881784.43,UBS
2025-08-12,2025-08-12T12:03:00,73601,38.27,buy,2816579.04,MS
2025-08-12,2025-08-12T10:22:00,85604,38.27,buy,3276045.54,GS
2025-08-12,2025-08-12T13:09:00,16543,38.18,sell,631572.4,GS
2025-08-12,2025-08-12T15:27:00,57162,38.24,buy,2185593.11,BARCLAYS
2025-08-12,2025-08-12T14:29:00,83451,38.26,buy,3192529.09,BARCLAYS
2025-08-12,2025-08-12T12:26:00,36147,38.19,buy,1380392.49,UBS
2025-08-12,2025-08-12T10:00:00,136930,38.19,buy,5228992.83,MS
2025-08-12,2025-08-12T16:05:00,349754,38.27,buy,13384827.89,BARCLAYS
2025-08-12,2025-08-12T09:29:00,51823,38.31,buy,1985525.34,CITI
2025-08-12,2025-08-12T09:50:00,448039,38.31,sell,17162778.66,GS
2025-08-12,2025-08-12T09:19:00,80605,38.32,buy,3088427.16,GS
2025-08-13,2025-08-13T09:23:00,63498,38.98,buy,2475072.39,GS
2025-08-13,2025-08-13T10:56:00,143262,39.1,buy,5602154.01,MS
